$uri,Identifier,Title,http://jazz.net/ns/rm/navigation#parent
https://homie.byte.fi:9443/rm/resources/TX_ExNdsJFnEe-Oy5UELFqR4Q,446,Stakeholder Requirements,/Base Artifacts/Stakeholder Template artifacts
https://homie.byte.fi:9443/rm/resources/BI_EwqrJ5FnEe-Oy5UELFqR4Q,446,Stakeholder Requirements,
https://homie.byte.fi:9443/rm/resources/TX_ExOEwJFnEe-Oy5UELFqR4Q,447,User Acceptance Testing Requirements,/Base Artifacts/Stakeholder Template artifacts
https://homie.byte.fi:9443/rm/resources/BI_EwqrOpFnEe-Oy5UELFqR4Q,447,User Acceptance Testing Requirements,
https://homie.byte.fi:9443/rm/resources/TX_ExM2oZFnEe-Oy5UELFqR4Q,448,General Capabilities,/Base Artifacts/Stakeholder Template artifacts
https://homie.byte.fi:9443/rm/resources/BI_EwqEGJFnEe-Oy5UELFqR4Q,448,General Capabilities,
https://homie.byte.fi:9443/rm/resources/TX_ExNdsZFnEe-Oy5UELFqR4Q,449,Success End Condition,/Base Artifacts/Module Template/Use Case Template artifacts
https://homie.byte.fi:9443/rm/resources/BI_EwwxyZFnEe-Oy5UELFqR4Q,449,Success End Condition,
https://homie.byte.fi:9443/rm/resources/TX_ExOEwZFnEe-Oy5UELFqR4Q,450,References,/Base Artifacts/Stakeholder Template artifacts
https://homie.byte.fi:9443/rm/resources/BI_EwqEFZFnEe-Oy5UELFqR4Q,450,References,
https://homie.byte.fi:9443/rm/resources/TX_ExOEwpFnEe-Oy5UELFqR4Q,451,Logical Data Requirements,/Base Artifacts/Systems Template artifacts
https://homie.byte.fi:9443/rm/resources/BI_EwuVnJFnEe-Oy5UELFqR4Q,451,Logical Data Requirements,
https://homie.byte.fi:9443/rm/resources/TX_ExPS4JFnEe-Oy5UELFqR4Q,452,Assumptions and Dependencies,/Base Artifacts/Stakeholder Template artifacts
https://homie.byte.fi:9443/rm/resources/BI_EwqrJpFnEe-Oy5UELFqR4Q,452,Assumptions and Dependencies,
https://homie.byte.fi:9443/rm/resources/TX_ExPS4ZFnEe-Oy5UELFqR4Q,453,Acceptance Testing Requirements,/Base Artifacts/Systems Template artifacts
https://homie.byte.fi:9443/rm/resources/BI_EwuVoJFnEe-Oy5UELFqR4Q,453,Acceptance Testing Requirements,
https://homie.byte.fi:9443/rm/resources/TX_ExP58pFnEe-Oy5UELFqR4Q,454,Verification Requirements,/Base Artifacts/Systems Template artifacts
https://homie.byte.fi:9443/rm/resources/BI_EwuVn5FnEe-Oy5UELFqR4Q,454,Verification Requirements,
https://homie.byte.fi:9443/rm/resources/TX_ExP58ZFnEe-Oy5UELFqR4Q,455,Quality Requirements,/Base Artifacts/Systems Template artifacts
https://homie.byte.fi:9443/rm/resources/BI_EwuVpJFnEe-Oy5UELFqR4Q,455,Quality Requirements,
https://homie.byte.fi:9443/rm/resources/TX_ExP58JFnEe-Oy5UELFqR4Q,456,Security Requirements,/Base Artifacts/Systems Template artifacts
https://homie.byte.fi:9443/rm/resources/BI_EwuVopFnEe-Oy5UELFqR4Q,456,Security Requirements,
https://homie.byte.fi:9443/rm/resources/TX_ExQhAJFnEe-Oy5UELFqR4Q,457,<Use Case Name>,/Base Artifacts/Module Template/Use Case Template artifacts
https://homie.byte.fi:9443/rm/resources/BI_EwwxwZFnEe-Oy5UELFqR4Q,457,<Use Case Name>,
https://homie.byte.fi:9443/rm/resources/TX_ExRvIZFnEe-Oy5UELFqR4Q,458,Operator Requirements,/Base Artifacts/Stakeholder Template artifacts
https://homie.byte.fi:9443/rm/resources/BI_EwqrKZFnEe-Oy5UELFqR4Q,458,Operator Requirements,
https://homie.byte.fi:9443/rm/resources/TX_ExQhAZFnEe-Oy5UELFqR4Q,459,Resource Requirements,/Base Artifacts/Systems Template artifacts
https://homie.byte.fi:9443/rm/resources/BI_EwuVnpFnEe-Oy5UELFqR4Q,459,Resource Requirements,
https://homie.byte.fi:9443/rm/resources/TX_ExRvIJFnEe-Oy5UELFqR4Q,460,User/Operator/Maintainence Needs,/Base Artifacts/Stakeholder Template artifacts
https://homie.byte.fi:9443/rm/resources/BI_EwqrIZFnEe-Oy5UELFqR4Q,460,User/Operator/Maintainence Needs,
https://homie.byte.fi:9443/rm/resources/TX_ExRIEJFnEe-Oy5UELFqR4Q,461,User Characteristics,/Base Artifacts/Stakeholder Template artifacts
https://homie.byte.fi:9443/rm/resources/BI_EwqrIJFnEe-Oy5UELFqR4Q,461,User Characteristics,
https://homie.byte.fi:9443/rm/resources/TX_ExRIEZFnEe-Oy5UELFqR4Q,462,Relationship to Predecessor and Successor Projects,/Base Artifacts/Systems Template artifacts
https://homie.byte.fi:9443/rm/resources/BI_EwuViZFnEe-Oy5UELFqR4Q,462,Relationship to Predecessor and Successor Projects,
https://homie.byte.fi:9443/rm/resources/TX_ExOr0JFnEe-Oy5UELFqR4Q,463,"<e.g., To launch a spacecraft>",/Base Artifacts/Module Template/Use Case Template artifacts
https://homie.byte.fi:9443/rm/resources/BI_EwwxxJFnEe-Oy5UELFqR4Q,463,"<e.g., To launch a spacecraft>",
https://homie.byte.fi:9443/rm/resources/TX_ExOr0ZFnEe-Oy5UELFqR4Q,464,Purchaser Requirements,/Base Artifacts/Stakeholder Template artifacts
https://homie.byte.fi:9443/rm/resources/BI_EwqrKpFnEe-Oy5UELFqR4Q,464,Purchaser Requirements,
https://homie.byte.fi:9443/rm/resources/TX_ExRvIpFnEe-Oy5UELFqR4Q,465,Information Management Requirements,/Base Artifacts/Systems Template artifacts
https://homie.byte.fi:9443/rm/resources/BI_EwuVnZFnEe-Oy5UELFqR4Q,465,Information Management Requirements,
https://homie.byte.fi:9443/rm/resources/MD_XY3DYJFpEe-Oy5UELFqR4Q,466,Device Requirements,/
https://homie.byte.fi:9443/rm/resources/TX_XaieY5FpEe-Oy5UELFqR4Q,467,Requirement Specification for Real-Time Gaming Device,/Device Requirements artifacts
https://homie.byte.fi:9443/rm/resources/BI_XY2ck5FpEe-Oy5UELFqR4Q,467,Requirement Specification for Real-Time Gaming Device,
https://homie.byte.fi:9443/rm/resources/TX_Xamv0pFpEe-Oy5UELFqR4Q,468,1. Introduction,/Device Requirements artifacts
https://homie.byte.fi:9443/rm/resources/BI_XY2cV5FpEe-Oy5UELFqR4Q,468,1. Introduction,
https://homie.byte.fi:9443/rm/resources/TX_XalhwpFpEe-Oy5UELFqR4Q,469,"The Real-Time Gaming Device shall utilize 5G technology to deliver an online gaming experience with a latency of less than 20 milliseconds, a data throughput of at least 1 Gbps, and a connectivity reliability of 99.9%. The device shall also ensure optimal",/Device Requirements artifacts
https://homie.byte.fi:9443/rm/resources/BI_XY2caJFpEe-Oy5UELFqR4Q,469,"The Real-Time Gaming Device shall utilize 5G technology to deliver an online gaming experience with a latency of less than 20 milliseconds, a data throughput of at least 1 Gbps, and a connectivity reliability of 99.9%. The device shall also ensure optimal",
https://homie.byte.fi:9443/rm/resources/TX_Xamv1ZFpEe-Oy5UELFqR4Q,470,The latency checker shall measure and report latency values with a maximum allowable latency of 100 milliseconds under normal operating conditions.,/Device Requirements artifacts
https://homie.byte.fi:9443/rm/resources/BI_XY2cYpFpEe-Oy5UELFqR4Q,470,The latency checker shall measure and report latency values with a maximum allowable latency of 100 milliseconds under normal operating conditions.,
https://homie.byte.fi:9443/rm/resources/TX_XaeM8JFpEe-Oy5UELFqR4Q,471,2.1 Functional Requirements,/Device Requirements artifacts
https://homie.byte.fi:9443/rm/resources/BI_XY11RpFpEe-Oy5UELFqR4Q,471,2.1 Functional Requirements,
https://homie.byte.fi:9443/rm/resources/TX_Xae0BpFpEe-Oy5UELFqR4Q,472,2.1.1 Ultra-Low Latency,/Device Requirements artifacts
https://homie.byte.fi:9443/rm/resources/BI_XY2cdpFpEe-Oy5UELFqR4Q,472,2.1.1 Ultra-Low Latency,
https://homie.byte.fi:9443/rm/resources/TX_Xak6pZFpEe-Oy5UELFqR4Q,473,"The gaming device shall support ultra-low latency communication with a maximum latency of 30 milliseconds and a minimum latency of 10 milliseconds, providing immediate feedback for real-time gaming applications, specifically for fast-paced action games, as",/Device Requirements artifacts
https://homie.byte.fi:9443/rm/resources/BI_XY2cd5FpEe-Oy5UELFqR4Q,473,"The gaming device shall support ultra-low latency communication with a maximum latency of 30 milliseconds and a minimum latency of 10 milliseconds, providing immediate feedback for real-time gaming applications, specifically for fast-paced action games, as",
https://homie.byte.fi:9443/rm/resources/TX_Xae0C5FpEe-Oy5UELFqR4Q,474,2.1.2 High Data Rate,/Device Requirements artifacts
https://homie.byte.fi:9443/rm/resources/BI_XY2cWJFpEe-Oy5UELFqR4Q,474,2.1.2 High Data Rate,
https://homie.byte.fi:9443/rm/resources/TX_XafbF5FpEe-Oy5UELFqR4Q,475,The device shall operate at a data rate of at least 1 Gbps under normal operating conditions.,/Device Requirements artifacts
https://homie.byte.fi:9443/rm/resources/BI_XY2cWpFpEe-Oy5UELFqR4Q,475,The device shall operate at a data rate of at least 1 Gbps under normal operating conditions.,
https://homie.byte.fi:9443/rm/resources/TX_Xae0A5FpEe-Oy5UELFqR4Q,476,2.1.3 Connectivity,/Device Requirements artifacts
https://homie.byte.fi:9443/rm/resources/BI_XY2ckpFpEe-Oy5UELFqR4Q,476,2.1.3 Connectivity,
https://homie.byte.fi:9443/rm/resources/TX_XajsiJFpEe-Oy5UELFqR4Q,477,"The device must be equipped with a 5G modem capable of supporting both standalone (SA) and non-standalone (NSA) 5G architectures. The modem must support specific frequency bands, including sub-6 GHz and mmWave, to ensure compatibility across different 5G d",/Device Requirements artifacts
https://homie.byte.fi:9443/rm/resources/BI_XY2cjpFpEe-Oy5UELFqR4Q,477,"The device must be equipped with a 5G modem capable of supporting both standalone (SA) and non-standalone (NSA) 5G architectures. The modem must support specific frequency bands, including sub-6 GHz and mmWave, to ensure compatibility across different 5G d",
https://homie.byte.fi:9443/rm/resources/TX_XahQTpFpEe-Oy5UELFqR4Q,478,2.1.4 Input/Output Interfaces,/Device Requirements artifacts
https://homie.byte.fi:9443/rm/resources/BI_XY2ccZFpEe-Oy5UELFqR4Q,478,2.1.4 Input/Output Interfaces,
https://homie.byte.fi:9443/rm/resources/TX_Xae0BZFpEe-Oy5UELFqR4Q,479,"The device must provide multiple low-latency interfaces for controllers and other gaming peripherals. These interfaces should include Bluetooth 5.2, USB Type-C, and Wi-Fi 6E support to ensure minimal lag during user interaction. Specific latency targets fo",/Device Requirements artifacts
https://homie.byte.fi:9443/rm/resources/BI_XY2chpFpEe-Oy5UELFqR4Q,479,"The device must provide multiple low-latency interfaces for controllers and other gaming peripherals. These interfaces should include Bluetooth 5.2, USB Type-C, and Wi-Fi 6E support to ensure minimal lag during user interaction. Specific latency targets fo",
https://homie.byte.fi:9443/rm/resources/TX_XajFcZFpEe-Oy5UELFqR4Q,480,2.2 Non-Functional Requirements,/Device Requirements artifacts
https://homie.byte.fi:9443/rm/resources/BI_XY2cZJFpEe-Oy5UELFqR4Q,480,2.2 Non-Functional Requirements,
https://homie.byte.fi:9443/rm/resources/TX_XafbE5FpEe-Oy5UELFqR4Q,481,2.2.1 Performance,/Device Requirements artifacts
https://homie.byte.fi:9443/rm/resources/BI_XY2cU5FpEe-Oy5UELFqR4Q,481,2.2.1 Performance,
https://homie.byte.fi:9443/rm/resources/TX_Xamv0JFpEe-Oy5UELFqR4Q,482,"The device must support a high refresh rate display, with a minimum of 120 Hz refresh rate and a 4K resolution (3840 × 2160 pixels). This ensures that graphics rendering is smooth, reducing visual lag and improving the overall gaming experience.",/Device Requirements artifacts
https://homie.byte.fi:9443/rm/resources/BI_XY2cVZFpEe-Oy5UELFqR4Q,482,"The device must support a high refresh rate display, with a minimum of 120 Hz refresh rate and a 4K resolution (3840 × 2160 pixels). This ensures that graphics rendering is smooth, reducing visual lag and improving the overall gaming experience.",
https://homie.byte.fi:9443/rm/resources/TX_XaeM8ZFpEe-Oy5UELFqR4Q,483,2.2.2 Power Management,/Device Requirements artifacts
https://homie.byte.fi:9443/rm/resources/BI_XY2ceZFpEe-Oy5UELFqR4Q,483,2.2.2 Power Management,
https://homie.byte.fi:9443/rm/resources/TX_Xae0B5FpEe-Oy5UELFqR4Q,484,"The gaming device must include efficient power management capabilities to extend battery life during prolonged gaming sessions. The battery should have a minimum capacity of 6000 mAh, and the device should support fast charging (at least 45W) to minimize d",/Device Requirements artifacts
https://homie.byte.fi:9443/rm/resources/BI_XY2cepFpEe-Oy5UELFqR4Q,484,"The gaming device must include efficient power management capabilities to extend battery life during prolonged gaming sessions. The battery should have a minimum capacity of 6000 mAh, and the device should support fast charging (at least 45W) to minimize d",
https://homie.byte.fi:9443/rm/resources/TX_Xae0AJFpEe-Oy5UELFqR4Q,485,2.2.3 Thermal Management,/Device Requirements artifacts
https://homie.byte.fi:9443/rm/resources/BI_XY2cc5FpEe-Oy5UELFqR4Q,485,2.2.3 Thermal Management,
https://homie.byte.fi:9443/rm/resources/TX_Xah3VpFpEe-Oy5UELFqR4Q,486,The device should include an advanced thermal management system to prevent overheating during intense gaming sessions. The system should use a combination of vapor chamber cooling and active fan technology to maintain the device temperature below 45°C duri,/Device Requirements artifacts
https://homie.byte.fi:9443/rm/resources/BI_XY2cf5FpEe-Oy5UELFqR4Q,486,The device should include an advanced thermal management system to prevent overheating during intense gaming sessions. The system should use a combination of vapor chamber cooling and active fan technology to maintain the device temperature below 45°C duri,
https://homie.byte.fi:9443/rm/resources/TX_XahQVpFpEe-Oy5UELFqR4Q,487,2.2.4 Security,/Device Requirements artifacts
https://homie.byte.fi:9443/rm/resources/BI_XY2ciZFpEe-Oy5UELFqR4Q,487,2.2.4 Security,
https://homie.byte.fi:9443/rm/resources/TX_XaeM9JFpEe-Oy5UELFqR4Q,488,"The device must include at least three distinct layers of security to ensure data integrity and privacy, specifically implementing secure boot, hardware-based encryption, and biometric authentication (either fingerprint scanner or facial recognition). Each",/Device Requirements artifacts
https://homie.byte.fi:9443/rm/resources/BI_XY2cY5FpEe-Oy5UELFqR4Q,488,"The device must include at least three distinct layers of security to ensure data integrity and privacy, specifically implementing secure boot, hardware-based encryption, and biometric authentication (either fingerprint scanner or facial recognition). Each",
https://homie.byte.fi:9443/rm/resources/TX_XahQTZFpEe-Oy5UELFqR4Q,489,3. Hardware Requirements,/Device Requirements artifacts
https://homie.byte.fi:9443/rm/resources/BI_XY2cUpFpEe-Oy5UELFqR4Q,489,3. Hardware Requirements,
https://homie.byte.fi:9443/rm/resources/TX_Xamv05FpEe-Oy5UELFqR4Q,490,3.1 Processing Units,/Device Requirements artifacts
https://homie.byte.fi:9443/rm/resources/BI_XY2ce5FpEe-Oy5UELFqR4Q,490,3.1 Processing Units,
https://homie.byte.fi:9443/rm/resources/TX_XaeM85FpEe-Oy5UELFqR4Q,491,3.1.1 Central Processing Unit (CPU),/Device Requirements artifacts
https://homie.byte.fi:9443/rm/resources/BI_XY2cdJFpEe-Oy5UELFqR4Q,491,3.1.1 Central Processing Unit (CPU),
https://homie.byte.fi:9443/rm/resources/TX_XagCJZFpEe-Oy5UELFqR4Q,492,"The device must be equipped with a multi-core CPU with a minimum of 8 cores and clock speed of at least 2.84 GHz. The CPU must support efficient multitasking, enabling smooth operation of both gaming and background processes. Preferred architectures includ",/Device Requirements artifacts
https://homie.byte.fi:9443/rm/resources/BI_XY2cW5FpEe-Oy5UELFqR4Q,492,"The device must be equipped with a multi-core CPU with a minimum of 8 cores and clock speed of at least 2.84 GHz. The CPU must support efficient multitasking, enabling smooth operation of both gaming and background processes. Preferred architectures includ",
https://homie.byte.fi:9443/rm/resources/TX_Xae0BJFpEe-Oy5UELFqR4Q,493,3.1.2 Graphics Processing Unit (GPU),/Device Requirements artifacts
https://homie.byte.fi:9443/rm/resources/BI_XY2cgJFpEe-Oy5UELFqR4Q,493,3.1.2 Graphics Processing Unit (GPU),
https://homie.byte.fi:9443/rm/resources/TX_XaieapFpEe-Oy5UELFqR4Q,494,"The GPU must support the latest graphics APIs, such as Vulkan and OpenGL, and should have a minimum of 8 GB of VRAM to render high-quality graphics smoothly. The GPU should be capable of hardware-accelerated ray tracing for enhanced visual realism in suppo",/Device Requirements artifacts
https://homie.byte.fi:9443/rm/resources/BI_XY2chJFpEe-Oy5UELFqR4Q,494,"The GPU must support the latest graphics APIs, such as Vulkan and OpenGL, and should have a minimum of 8 GB of VRAM to render high-quality graphics smoothly. The GPU should be capable of hardware-accelerated ray tracing for enhanced visual realism in suppo",
https://homie.byte.fi:9443/rm/resources/TX_Xamv0ZFpEe-Oy5UELFqR4Q,495,3.2 Memory and Storage,/Device Requirements artifacts
https://homie.byte.fi:9443/rm/resources/BI_XY2ch5FpEe-Oy5UELFqR4Q,495,3.2 Memory and Storage,
https://homie.byte.fi:9443/rm/resources/TX_XafbEZFpEe-Oy5UELFqR4Q,496,3.2.1 RAM,/Device Requirements artifacts
https://homie.byte.fi:9443/rm/resources/BI_XY2cVpFpEe-Oy5UELFqR4Q,496,3.2.1 RAM,
https://homie.byte.fi:9443/rm/resources/TX_XaiebZFpEe-Oy5UELFqR4Q,497,"The device must include at least 12 GB of LPDDR5 RAM to support demanding games and ensure quick access to frequently used data, providing a lag-free experience.",/Device Requirements artifacts
https://homie.byte.fi:9443/rm/resources/BI_XY2cdZFpEe-Oy5UELFqR4Q,497,"The device must include at least 12 GB of LPDDR5 RAM to support demanding games and ensure quick access to frequently used data, providing a lag-free experience.",
https://homie.byte.fi:9443/rm/resources/TX_XafbH5FpEe-Oy5UELFqR4Q,498,3.2.2 Internal Storage,/Device Requirements artifacts
https://homie.byte.fi:9443/rm/resources/BI_XY2cipFpEe-Oy5UELFqR4Q,498,3.2.2 Internal Storage,
https://homie.byte.fi:9443/rm/resources/TX_XagCI5FpEe-Oy5UELFqR4Q,499,"The device must have a minimum of 256 GB of UFS 3.1 internal storage to accommodate large game files, updates, and user-generated content. An expandable storage slot supporting microSD cards up to 1 TB is also recommended. It should be specified whether th",/Device Requirements artifacts
https://homie.byte.fi:9443/rm/resources/BI_XY2ccJFpEe-Oy5UELFqR4Q,499,"The device must have a minimum of 256 GB of UFS 3.1 internal storage to accommodate large game files, updates, and user-generated content. An expandable storage slot supporting microSD cards up to 1 TB is also recommended. It should be specified whether th",
https://homie.byte.fi:9443/rm/resources/TX_XafbEJFpEe-Oy5UELFqR4Q,500,4. Software Requirements,/Device Requirements artifacts
https://homie.byte.fi:9443/rm/resources/BI_XY2cjJFpEe-Oy5UELFqR4Q,500,4. Software Requirements,
https://homie.byte.fi:9443/rm/resources/TX_XaeM9ZFpEe-Oy5UELFqR4Q,501,4.1 Operating System,/Device Requirements artifacts
https://homie.byte.fi:9443/rm/resources/BI_XY2cXZFpEe-Oy5UELFqR4Q,501,4.1 Operating System,
https://homie.byte.fi:9443/rm/resources/TX_XahQV5FpEe-Oy5UELFqR4Q,502,"The device shall operate on a gaming-optimized version of Android or a proprietary operating system that supports high-performance graphics, efficient memory management, and low-level access to hardware resources.",/Device Requirements artifacts
https://homie.byte.fi:9443/rm/resources/BI_XY2cj5FpEe-Oy5UELFqR4Q,502,"The device shall operate on a gaming-optimized version of Android or a proprietary operating system that supports high-performance graphics, efficient memory management, and low-level access to hardware resources.",
https://homie.byte.fi:9443/rm/resources/TX_XanW4ZFpEe-Oy5UELFqR4Q,503,4.2 Game Optimization Features,/Device Requirements artifacts
https://homie.byte.fi:9443/rm/resources/BI_XY2cfpFpEe-Oy5UELFqR4Q,503,4.2 Game Optimization Features,
https://homie.byte.fi:9443/rm/resources/TX_XafbEpFpEe-Oy5UELFqR4Q,504,"The device must include game optimization software to enhance performance during gaming sessions. Features like GPU overclocking, network latency reduction, and resource allocation should be configurable through a dedicated ""Game Mode"" interface.",/Device Requirements artifacts
https://homie.byte.fi:9443/rm/resources/BI_XY2cZZFpEe-Oy5UELFqR4Q,504,"The device must include game optimization software to enhance performance during gaming sessions. Features like GPU overclocking, network latency reduction, and resource allocation should be configurable through a dedicated ""Game Mode"" interface.",
